NC A&T | Delaware St
FDU Madison | Delaware Val
Duke | Virginia
VA Wesleyan | Emory & Henry
Presbyterian | Gardner Webb
Grambling | Southern Univ
York NY | John Jay
King TN | Limestone
Thomas Aquinas | LIU Post
Old Dominion | MTSU
Purdue | Nebraska
Texas Tech | Oklahoma
Samford | VMI
Wichita St | Tulane
Wofford | W Carolina
South Carolina | Arkansas
MN Mankato | Bemidji St
E Kentucky | Tennessee St
Furman | ETSU
Lipscomb | Jacksonville
Nevada | New Mexico
Tulsa | Temple
Sam Houston St | Abilene Chr
Indiana Tech | Aquinas
Pomona Pitzer | Cal Lutheran
Cedarville | Trevecca Naz
Kean | College of NJ
UTRGV | CS Bakersfield
Schreiner | Dallas Univ
Davenport | Purdue Northwest
Dean | Elms
Rose-Hulman | Earlham
Tennessee | Florida
Tampa | Florida Tech
Frank & Marsh | Muhlenberg
Gordon | Salve Regina
Thiel | Grove City
Hanover | Manchester
Point Loma | Holy Names
Johns Hopkins | Ursinus
Keene St | RI College
Whitman | Linfield
MA Dartmouth | Plymouth St
Nova SE | St Leo
TX Southern | Prairie View
Wm Paterson | Ramapo
UT Dallas | UT Tyler
American Univ | Army
Angelo St | TX A&M Kville
Bluefield WV | Apprentice
Washington St | Arizona
Arizona St | Washington
Centenary NJ | Bryn Athyn
Oregon St | California
C Oklahoma | NE Oklahoma
Colorado | USC
Seton Hall | Creighton
E Stroudsburg | Mansfield
Winthrop | Hampton
Stevens Tech | Houghton
Lamar | SF Austin
Wells | Lancaster Bib
West Alabama | Lee TN
Northwestern LA | McNeese St
Miles | Tuskegee
Mt Aloysius | Pitt-Bradford
NJ City | Rutgers-Camden
S Dakota St | North Dakota
Rogers St | Oklahoma Chr
Rowan | Rutgers-Newark
Utah | UCLA
West Georgia | West Florida
WI Oshkosh | WI Stevens Pt
Adelphi | New Haven
Alabama A&M | MS Valley St
Belmont Abbey | Erskine
Wesleyan CT | Bowdoin
S Maine | Castleton
SE Louisiana | Cent Arkansas
CS Poly Pomona | CS San Marcos
Davis & Elkins | Malone
Roger Williams | Endicott
Louisiana Col | E Texas Bap
Kennesaw | NJIT
Lane | LeMoyne-Owen
Staten Island | Lehman
McMurry | Sul Ross
Nicholls St | New Orleans
Slippery Rock | Seton Hill
Westminster UT | Western St CO
BYU | Pacific
Liberty | FL Gulf Coast
S Carolina St | Morgan St
Clemson | Virginia Tech
Vermont | Albany NY
Colgate | Loyola MD
Florida St | Louisville
Southern Utah | Idaho St
Savannah St | Coppin St
Texas St | Coastal Car
Alcorn St | Jackson St
St Francis PA | Bryant
Cal Baptist | Missouri KC
Asbury | Cincinnati Chr
Bethel IN | Spring Arbor
Judson IL | Calumet-St Jos
Pikeville | Cumberland TN
Dordt | Midland NE
Northwestern IA | Hastings
LSU-Alexandria | Univ of Southwest
Wm Jessup | Menlo
Mt Vernon Naz | Taylor IN
Cent Georgia Tech | Albany Tech
Allen Co | Butler Co-KS
S Georgia St | Andrew Col
AZ Western | Chand-Gilbert
Barton Co | Dodge City CC
Lawson St | Bevill-Fay
Paris JC | Bossier Parish
Palm Beach St | Broward CC
Brunswick CC | Richard Bland
Caldwell CC Tech | USC Salkehatchie
Casper College | W Wyoming CC
C Arizona | South Mtn
Cent Wyoming | Eastern Wyoming
Jefferson Davis | Chattahoochee Val
Chatt St Tech | Cleveland St CC
Coffeyville CC | Cloud Co
Coastal AL-Mon | Lurleen Wallace
Coastal AL-BM | Enterprise St
Colby CC | Northwest KS Tech
E Florida St | Col Cent Florida
McLennan CC | Collin Co
SW Tennessee | Columbia St
Delgado CC | Southern-Shreve
Dyersburg St | Jackson St CC
Eastern Arizona | Glendale AZ
FL Southwestern | St Petersburg
Florida St-Jax | Santa Fe CC
Snead St | Gadsden St CC
Garden City CC | Hutchinson CC
Georgia Highlands | S Georgia Tech
Gillette | Northwest WY
Tallahassee CC | Gulf Coast CC
Truman Col | Malcolm X
Highland CC IL | Kennedy-King
Indian Hills CC | Moberly Area
Indian River | Miami-Dade
Northeast CC | Iowa Western CC
John Logan | SE Illinois
Vincennes | Kaskaskia
Kilgore | Panola
Lake Land IL | Rend Lake
Lamar CC | Otero JC
Sheridan WY | Laramie Co
SW Illinois | Lewis & Clark CC
Olney | Lincoln Trail
Marion Mil | S Union St
Southeastern CC | Marshalltown CC
SW MO St-WP | Three Rivers
Monroe-NR | Hostos CC
Walters St | Motlow St
North Platte CC | Southeast CC
NW Florida St | Pensacola St
State Col Fla | Polk CC
Seward Co | Pratt CC
Roane St | Volunteer St
Wabash Val | Shawnee CC
Wallace St | Shelton St
Temple Col | Weatherford
Triton Col | Joliet JC
Ancilla | Kellogg CC
Mid-South CC | N Arkansas
Bry & Strat-Milwaukee | Bay Col
S Suburban | Black Hawk-M
Cecil Col | Mercer Co
Clark St | Lorain Co CC
CC Beaver Co | Montgomery-R
Co Col Morris | Burlington Co
Cuyahoga CC | Hocking
Dakota Co Tech | Iowa Lakes CC
Davidson Co CC | Vance-Granville
Lackawanna | DE Tech CC
Schoolcraft | Delta Col
Des Moines CC | Ellsworth CC
Erie CC | Genesee CC
Essex CC | Manor
Pitt CC | Fayetteville Tech
Fort Scott CC | Hesston
Glen Oaks CC | Mid-Michigan CC
Guilford Tech CC | Lenoir CC
Henry Ford CC | Mott CC
Highland CC KS | Johnson Co
Lincoln Land | IL Central
Mercyhurst NE | Jamestown CC
Kalamazoo Val | Lake Michigan
N Iowa CC | Kirkwood CC
Lakeland CC | Owens CC
Southwestern CC | Little Priest
Louisburg | Patrick Henry CC
Macomb CC | Wayne Co
Elgin CC | McHenry Co
Milwaukee Tech | Rock Valley
Monroe CC | Niagara Co
Northern Virginia CC | Anne Arundel
St Clair Co | Oakland CC
Phoenix Col | Scottsdale CC
Pima CC | Tohono Oodham
Potomac St-WVU | Butler Co-PA
Bor Manhattan | Rockland CC
Wilbur Wright | Harper
Anoka Ramsey | MN St CTC
Sprfld Tech CC | B Franklin Tech
Cumberland Co | Bergen CC
Richland | Brookhaven
Bunker Hill CC | Gateway CC
Camden Co | Sussex Co CC
North Lake | Cedar Valley
Central Lakes | Vermilion CC
Columbia Greene | Clinton CC (NY)
Philadelphia CC | Harrisburg Area CC
CC of RI | Mass Bay CC
Finger Lakes CC | Corning CC
Delaware Co CC | Lehigh Carbon
Suffolk Co-Selden | Dutchess CC
Eastfield Col | Mtn View
Mohawk Val | Fulton-Mont
Herkimer Co | Schenectady Co
Northland CTC | Hibbing CC
Hudson Val | N Country CC
Mesabi Range | Itasca CC
Onondaga CC | Jefferson CC
Luzerne Co CC | Val Forge Mil
Massasoit CC | Quinsigamond
St Cloud Tech | MN West C&T
Northampton CC | Montgomery Co CC
UConn-AP | N Essex CC
Riverland CC | Ridgewater
Western Tech | Rochester C&T
Gloucester Co | Union Co
Tompkins Cortland | Adirondack CC
Baton Rouge CC | LSU-Eunice
SW Chr TX | Grayson Co JC
Edison CC | Bry & Strat-Cleveland
Howard | Florida A&M
Ave Maria | Coastal GA
Presentation | Bellevue
Benedictine KS | Graceland
Dalton St | Blue Mtn
Williams Bap | Central Bap
Dakota Wesleyan | Concordia NE
Dillard | Edward Waters
Doane | Mt Marty
Warner | FL Memorial
Lyon | Freed-Hardeman
Harris-Stowe | Wm Woods
IN Wesleyan | Huntington
Indiana NW | Silver Lake
IN S Bend | St Xavier IL
Northwestern OH | Lourdes
Mayville St | Viterbo
MT Western | Rocky Mtn
Valley City St | Waldorf
Arcadia | Lebanon Val
S Arkansas | Arkansas Tech
Eckerd | Barry
Greensboro | Brevard
Concordia CA | Notre Dame CA
Emerson | Worcester Tech
Paine | Fort Valley St
Hamilton | Williams
La Roche | Medaille
S Vermont | Lesley
Livingstone | Shaw NC
Marywood | Marymount VA
Merrimack | St Anselm
Montclair St | R Stockton
S Connecticut | St Rose
S Francisco St | Sonoma St
Valdosta St | Shorter
Thomas GA | Southeastern FL
St Augustines | W Salem St
Widener | Stevenson
Allan Hancock | Oxnard
Col of the Canyons | Bakersfield Col
Butte Col | Shasta Col
Cerro Coso | Reedley
Citrus Col | LA Valley Col
Columbia CC | Merced Col
Cuesta | Moorpark
West LA Col | LA Pierce
Lassen | Siskiyous
Porterville | West Hills
Ventura Col | Santa Barbara City
Col of the Sequoias | West Hills-Lemoore
Morehouse | Clark Atlanta
MO Western | Lindenwood
Northwestern MN | St Scholastica
Wilson | Valley Forge
Antelope Val | Embry-Riddle AZ
William Penn | Baker KS
Bethany KS | Sterling
Southwestern KS | Bethel KS
Bethel TN | Martin Meth
Montreat | Bluefield VA
Morningside | Briar Cliff
Milligan | Bryan
Pacific Union | Cal Maritime
Missouri Val | Clarke
Columbia MO | Hannibal-Lagr
Cornerstone | Concordia MI
Georgetown KY | Cumberlands KY
Dickinson St ND | Dakota St
Multnomah Bib | Eastern Oregon
Mt Mercy | Evangel
Florida Col | Mobile
Roosevelt | Governors St
Marian IN | Grace IN
Grand View | Mid Am Nazarene
Indiana-East | Ohio Chr
IN Southeast | Midway
KS Wesleyan | Tabor
Mid-Am Chr | Langston
Rochester MI | Lawrence Tech
Lindsey Wilson | Shawnee St
Loyola NO | Mid Georgia
LSU Shreveport | Our Lady Lake
Ottawa KS | McPherson
Morris SC | Virgin Islands
OK Wesleyan | York NE
Olivet Naz | Trinity Chr
Park | St Louis Pharm
Texas Col | Paul Quinn
SW Assemb God | SW Christian
UC Merced | Simpson CA
Wiley | St Thomas TX
Faulkner | Wm Carey
Sullivan Co | ASA
Cowley Co | Neosho Co
Tyler JC | Navarro
Snow Col | Colorado NW
Labette CC | Kansas City KS
Madison Col | Col of Dupage
Lake Superior CC | Fond du Lac T&CC
Charleston WV | Glenville St
Notre Dame OH | Fairmont St
Greenville | Iowa Wesleyan
Adams St | Colorado Chr
Benedictine IL | Lakeland
Anderson SC | Lenoir Rhyne
Hamline | Carleton MN
WI Lutheran | Marian WI
M Hardin-Baylor | Concordia TX
Susquehanna | Catholic
Centenary | J&W CO
Central IA | Luther IA
Northern St SD | SW Minnesota
Crown MN | Northland
Albany GA | Benedict
Principia | Westminster MO
Westminster PA | Bethany WV
Clarkson | Union NY
Mt St Mary NY | NY Maritime
Emmanuel MA | Colby-Sawyer
Austin Col | Colorado Col
Bethel MN | Concordia Mhd
Lawrence | Cornell IA
Dist Columbia | NYIT
Buena Vista | Dubuque
E Connecticut | W Connecticut
Hope | Alma
Eliz. City St | Chowan
Ferris St | Wayne St MI
Wash & Lee | Ferrum
Franklin Pierce | St Michaels
Washington MD | Gettysburg
St Norbert | Grinnell
Aurora | IL Tech
East Central OK | NW Oklahoma St
Cabrini | Immaculata
St Lawrence | Ithaca
Beloit | Knox
NW Missouri | Lincoln MO
Augsburg | St Thomas MN
Missouri S&T | Maryville MO
Babson | Wheaton MA
Wheaton IL | N Central IL
T Jefferson | Dominican NY
Skidmore | Rochester Tech
St Johns MN | St Olaf
Westfield St | Salem MA
SW Univ TX | Trinity TX
Alfred St | SUNY-Delhi
Lincoln Col | Lindenwood-Belle
Culver-Stockton | Peru St
Union KY | Reinhardt
St Ambrose | Card Stritch
Stillman | Brewton-Parker
Wayland | Bacone
St Thomas FL | Webber
Madonna | MI Dearborn
IU Kokomo | Alice Lloyd
Benedictine AZ | La Sierra
Oklahoma S&A | Central Chr
Col Ozarks | Haskell
St Francis IN | Goshen
St Andrews | Point
Truett-McConnell | TN Wesleyan
SAU Tech | Ark Baptist
John Wood CC | Danville CC IL
Queensborough | Ulster Co
Gogebic CC | Finlandia
St Mary KS | Avila
Rio Grande | Carlow
Holy Cross IN | St Francis IL
WV Tech | Point Park
Westmont | Vanguard
Thomas ME | ME Maritime
Harcum Col | Raritan Val
MCC Maple Woods | N Central MO
Lewis-Clark ID | Carroll MT
Centralia Col | Lower Columbia
Clackamas CC | SW Oregon CC
Lane CC | Clark CC
Linn-Benton CC | Portland CC
Umpqua CC | Mt Hood CC
Spokane CC | Treasure Val CC
Durham | Canadore
Redeemer | Humber
Niagara ON | UT-Mississauga
Loyalist | Algonquin
Conestoga | Sault
NB-St John | MS Vincent NS
Mt Allison | Crandall
Acadia | Cape Breton
Western ON | Brock
Carleton ON | Queens ON
Guelph | Waterloo
Laurentian | Ryerson
Nipissing | Toronto
York ON | Ottawa ON
St Marys NS | St Fran Xavier
Oakwood | MS Women
Washington Advt | Lincoln Chr
Olive-Harvey | Illinois Val
Carl Sandburg | Sauk Valley CC
Oakton CC | Waubonsee CC
ME Presque Isle | Johnson St
SUNY Canton | Lyndon St
Evergreen St | Walla Walla
R Morris Chi | Trinity IL
The Masters | San Diego Chr
Wallace CC-Selma | Bishop St
Salt Lake CC | Eastern Utah
Prince Georges | Chesapeake
Moraine Val | Prairie St
Holyoke CC | Roxbury CC
Vancouver Island | Langara
Camosun | Okanagan Col
Grande Prairie | N Alberta Tech
Keyano | Concordia AB
Augustana AB | Kings AB
Red Deer | Olds
Fayetteville St | JC Smith
Cape Fear CC | Cent Carolina CC
Cochise | Mesa CC
Denmark Tech | Spartanburg Meth
Gordon GA | East Georgia Col
Cayuga CC | Broome CC
Antelope Val CC | Victor Valley
Glendale CA | Barstow CC
Feather River | Col of the Redwoods
McMaster | Algoma
Ozark Chr | Barclay
Berkeley NYC | SUNY-ESF
Bishops | Laval
Christendom | Southern St CC
Welch | Crowleys Ridge
Davis | Kings NY
C Chr Bible | Emmaus Bib
Kansas Chr | Faith Bap
Green Mtn | Fisher
Paul Smiths | Hampshire
Hiwassee | Fisk
Bloomfield | Holy Family
Huston-Tillot | Jarvis Chr
J&W NC | Toccoa Falls
La Cite | St Lawrence ON
Lakehead | Laurier
ME Augusta | Williamson Tr
McGill | UQAM
New Hope Chr | W Coast Bap
PSU-Beaver | PSU-Schuylkill
PSU-Fayette | PSU-Hazleton
PSU-Gtr Allegheny | PSU-New Kens
PSU-Mont Alto | PSU-Shenango
PSU York | PSU-Brandywine
Bob Jones | Pensacola Chr
St Joseph VT | C Maine Tech
Regent | Stratford
AFLBC | Trinity Bib
Albany Pharmacy | Vaughn
Vermont Tech | S Maine Tech
Voorhees | Carolina Chr
Warren Wilson | Crown TN
MN Duluth | Wayne St NE
PA Highlands CC | Westmoreland Co
Red River Col | Providence MB
Sisseton Wahpeton | Turtle Mtn CC
Saskatchewan | Victoria
Manitoba | Brandon
Hawaii Pacific | Academy of Art
Huntingdon | Berea
Birmingham So | Hendrix
Brandeis | Case Western
Canisius | St Peters
Carnegie Mellon | NYU
Penn Col Tech | Cazenovia
Chicago | Emory
Hawaii Hilo | Dominican CA
George Mason | La Salle
Missouri St | Illinois St
Iona | Niagara
Iowa | Northwestern
Lancaster Bib | Keuka
Maryville TN | LaGrange
UMBC | Maine
Rhodes | Millsaps
Morrisville St | PSU-Berks
Sewanee | Oglethorpe
Oral Roberts | South Dakota
SUNY-Cobleskill | PSU-Abington
Rochester NY | Washington StL
SUNYIT | St Elizabeth
Roberts Wslyn | Molloy
Siena | Rider
Memphis | Connecticut
South Florida | East Carolina
Lafayette | Holy Cross
Trinity CT | Tufts
Loyola-Chicago | Valparaiso
Houston | Cincinnati
Wells | Gallaudet
Yeshiva | Merchant Marine
Oregon | Stanford
Ohio St | Indiana
UCF | SMU
Notre Dame | Georgia Tech
Dawson CC | Lake Region
McCook CC | Southeast CC
ND St Science | Miles CC
Catawba Val | Vance-Granville
Garrett | Howard CC MD
Columbia Greene | N Country CC
Nassau CC | Dutchess CC
Oakland City | Wright St-Lake
Centre | Berry
Daemen | Queens NY
Georgian | Canadore
Loyalist | La Cite
George Brown | Fleming
Crandall | MS Vincent NS
Holland | Mt Allison
Voorhees | Virgin Islands
Dalhousie | UPEI
Mohawk Val | Clinton CC (NY)
Sinclair CC | Lorain Co CC
Sprfld Tech CC | Bunker Hill CC
St John Fisher | Hartwick
Philadelphia CC | Lehigh Carbon
Point Park | Wilberforce
Conestoga | Sault
Bry & Strat-Albany | Bry & Strat-Greece
Berkeley NYC | Culinary Inst
Brock | Waterloo
ME Machias | C Maine Tech
Andrews | Cin Clermont
NH Tech | St Joseph VT
Vermont Tech | Paul Smiths
PSU-DuBois | PSU-Scranton
PSU Wilkes-Barre | PSU-Lehigh Val
S Maine Tech | Williamson Tr
SUNY-ESF | Kings NY
Villa Maria | Kent-Tusc
Western ON | Windsor
NB-St John | Kings NS
Sisseton Wahpeton | AFLBC
Ark Pine Bluff | Alabama A&M
Grambling | Alcorn St
Newbury | Bridgewater MA
Bucknell | Lehigh
Chr Brothers | Union TN
Claflin | JC Smith
CS Sacramento | Portland St
Virginia | North Carolina
Washington Advt | Cheyney St
NC Central | Delaware St
Kansas | TCU
Baylor | Oklahoma
Kentucky St | Central St OH
NC A&T | MD E Shore
Spring Hill | Tuskegee
Hunter | City Col NY
Alabama St | MS Valley St
Baruch | Lehman
Medgar Evers | York NY
Savannah St | Morgan St
Norfolk St | Florida A&M
Howard | Bethune-Cookman
S Carolina St | Coppin St
Southern Univ | Jackson St
Coffeyville CC | Allen Co
Bevill-Fay | S Union St
Bishop St | Jefferson Davis
Bismarck St | Dakota-Bottineau
Independence CC | Butler Co-KS
Coastal AL-BM | Chattahoochee Val
Cloud Co | Cowley Co
Holmes CC | Coahoma CC
Coastal AL-Mon | Wallace CC-Selma
Connors St | Redlands CC
SW Mississippi | Copiah-Lincoln
Seward Co | Dodge City CC
W Oklahoma St | Eastern OK St
W Nebraska CC | Eastern Wyoming
E Mississippi CC | NW Mississippi
Gadsden St CC | Lawson St
Pearl River CC | Hinds CC
Hutchinson CC | Pratt CC
MS Delta | Itawamba CC
Wallace St | Marion Mil
MS Gulf Coast | Meridian CC
Odessa | Midland TX
NE OK A&M | Murray St CC
Western Texas | New Mexico JC
South Plains | NM Military
N OK-Enid | Seminole St
Shelton St | Snead St
Williston St | United Tribes
Bay Col | Alpena CC
Davidson Co CC | Patrick Henry CC
Jackson CC | Lansing CC
CC Allegheny-B | Westmoreland Co
Herkimer Co | Fulton-Mont
Schenectady Co | Adirondack CC
East Central CC | Jones Co CC
Allen | Morris SC
Dalton St | Martin Meth
Wm Carey | Loyola NO
Fort Valley St | Benedict
Faulkner | Mid Georgia
Lincoln Col | St Ambrose
Mobile | Stillman
Talladega | Xavier LA
Howard Col | Clarendon
Albany GA | Paine
Brooklyn Col | John Jay
Brewton-Parker | Florida Col
Enterprise St | Lurleen Wallace
Tougaloo | Philander Smith
Edward Waters | Southern N.O.
S Maine | Bates
Bry & Strat-VB | Lenoir CC
Franciscan OH | Pitt-Bradford
StL CC-Meramec | N Central MO
Medaille | DYouville
Eureka | Greenville
Salem WV | Davis & Elkins
Triton Col | Harper
John Wood CC | IL Central
Morton | Elgin CC
Wilbur Wright | Joliet JC
Finger Lakes CC | Cayuga CC
Rock Valley | Madison Col
Canada Col | Foothill Col
Cuyahoga CC | Owens CC
Grand Rapids CC | Kalamazoo Val
Mott CC | Wayne Co
Holyoke CC | UConn-AP
St Mary KS | McPherson
Claremont M.S. | La Verne
Cumberlands KY | Campbellsville
Doane | Haskell
MI Dearborn | Lawrence Tech
W Wyoming CC | Cent Wyoming
Johnson Co | Kansas City KS
Oakwood | Fisk
New Rochelle | Albany Pharmacy
Apprentice | Regent
Johnson TN | Hiwassee
Randall | Manhattan Chr
PSU-Brandywine | PSU-Hazleton
W Coast Bap | Portland Bible
Clark St | Southern St CC
Buffalo | Akron
Mississippi St | Alabama
Albertus Magnus | J&W RI
American Intl | S Connecticut
Emmanuel MA | Anna Maria
St Anselm | Assumption
Aurora | Edgewood
Barton | Mt Olive
Boston College | Pittsburgh
Bowling Green | C Michigan
Colby-Sawyer | Norwich
SUNY New Paltz | Cortland St
Davidson | Fordham
DeSales | Eastern Univ
Drake | S Illinois
E Michigan | Ohio
Emmanuel GA | Erskine
Le Tourneau | E Texas Bap
Farmingdale | Mt St Vincent
Texas A&M | Georgia
Hood | Stevenson
Husson | ME Maritime
Kansas St | Texas
Misericordia | Kings PA
Lakeland | Rockford
Messiah | Lebanon Val
Wm Woods | Lindenwood-Belle
Thomas ME | ME Farmington
W Michigan | N Illinois
SUNY Oneonta | Oswego St
Wayland | Panhandle St
Pine Manor | Rivier
Principia | Webster Univ
Stonehill | St Michaels
Quinnipiac | Rider
Lyndon St | Johnson St
St Johns | Butler
Marquette | DePaul
Maryland | Purdue
Penn St | Michigan
Michigan St | Wisconsin
UNLV | Air Force
Duke | Louisville
Manhattanville | FDU Madison
LSU | Kentucky
Suffolk | Lasell
St Josephs ME | Regis MA
St Bonaventure | St Josephs PA
Wilkes | Delaware Val
Missouri | Arkansas
Alfred | Elmira
Linfield | George Fox
Schreiner | Trinity TX
Chaminade | Academy of Art
Albright | Alvernia
San Diego St | Colorado St
Old Westbury | Merchant Marine
New Haven | Pace
Goshen | Taylor IN
Ark Baptist | Three Rivers
Jacksonville Col | Coastal Bend
Olive-Harvey | Truman Col
Malcolm X | Daley
Spartanburg Meth | Richard Bland
Chesapeake | DE Tech CC
Elgin CC | Lake Co
Waubonsee CC | McHenry Co
Oakton CC | Moraine Val
Gloucester Co | Ocean Co
Central Bap | Lyon
Freed-Hardeman | Williams Bap
Grace IN | Huntington
Hannibal-Lagr | Harris-Stowe
IN Wesleyan | Spring Arbor
Milligan | Point
Widener | Arcadia
San Joaquin Delta | American River
Copper Mtn | Orange Coast
Cosumnes River | Modesto JC
Cypress | Santa Ana Col
Sacramento City | Folsom Lake
Riverside CC | Irvine Valley
Saddleback | Santiago Canyon
Sierra Col | Santa Rosa JC
Cincinnati Chr | Brescia
Bryan | TN Wesleyan
Langston | Central Chr
Park | Columbia MO
IU Kokomo | IN Southeast
Marian IN | Mt Vernon Naz
Concordia WI | IL Tech
Marian WI | Concordia IL
Milwaukee Eng | Dominican IL
SW Univ TX | TX Lutheran
WI Lutheran | Benedictine IL
NY Maritime | Sarah Lawrence
North Greenville | S Wesleyan
Concordia CA | Biola
ME Ft Kent | ME Presque Isle
Truett-McConnell | Allen
Reinhardt | Columbia Intl
Alice Lloyd | Midway
St Francis IN | Bethel IN
Indiana-East | Point Park
Mercer Co | Co Col Morris
Ohio Chr | Carlow
Union KY | St Andrews
Seneca | Centennial Col
Clarkson | Rochester Tech
Hamilton | Amherst
Brockport St | Geneseo St
Cal Baptist | Bethesda
Arlington Bap | SW Adventist
